V_{TAS} - V_0,\alpha,\theta,q
-5.551274941131799,0.012022822943170086,0.15268820014557036,0.006679950550333239
-5.676660934224671,0.011690769578822313,0.1533269512721228,0.006110346848785369
-5.802719549758718,0.011359535882694912,0.1539133864414769,0.0056340843429677975
-5.9293972066865095,0.011037912768278675,0.15445687837732788,0.005251006937587762
-6.0566417592106045,0.010733136749618068,0.15496637857397555,0.00495163148085152
-6.184403994767891,0.010449904930419878,0.15544924546053673,0.0047135785513684435
-6.3126383293860835,0.010189595824726234,0.15591005465186517,0.004504532128363519
-6.441302700119238,0.009950147661738531,0.15634994000799213,0.004289371212574734
-6.570357795738922,0.009726724311807176,0.15676673496095955,0.004038617151503712
-6.699765844495504,0.009513054605447675,0.15715592806793036,0.0037359472954690315
-6.8294892742227535,0.009303157674440374,0.15751224287484755,0.0033828516255539455
-6.959489643762303,0.0090930285306825,0.15783146683607657,0.0029986939613478605
-7.08972723471125,0.008881782266435692,0.15811200912792772,0.002615143612548238
-7.22016153230046,0.008671807701403134,0.15835563404100705,0.002265508138561043
-7.350752492704788,0.008467732286304224,0.1585669852254464,0.0019719415583558057
-7.481462071745164,0.008274465289444371,0.1587519427927632,0.001735968891059984
-7.6122552039521025,0.008095125474360173,0.15891545207899146,0.0015383123721423642
-7.743099588248032,0.007929936163253166,0.15905992203627042,0.001350335880441196
-7.873964383761492,0.007776790199103614,0.15918515847613524,0.0011516405405778275
-8.00481875200611,0.007633166893574186,0.15928990156089917,0.0009424451313738975
-8.135631257189466,0.007498180350296089,0.15937397283063695,0.0007428376172767836
-8.26637035992367,0.007373591615192859,0.15943975421604792,0.0005815579776280119
-8.397005533114728,0.007263477282820512,0.15949238663254686,0.0004831426763422229
-8.527508537218576,0.00717296163384311,0.15953886084126329,0.00045895458845425464
-8.65785464569819,0.0071065374050200796,0.1595864382523698,0.0005026022265815573
-8.788023514076501,0.0070664513115451565,0.15964084710548576,0.0005903741508965434
-8.917999203340013,0.007051750868418339,0.15970485926465827,0.0006887593718102967
-9.047769216942308,0.0070585329209965865,0.15977793382281746,0.0007674008969069347
-9.177323311700977,0.007081221637559602,0.15985706382209633,0.0008079252799429596
-9.306653561090332,0.007113499468880183,0.1599377315748061,0.0007950413365516427
-9.435756743137372,0.007146767586777629,0.16001277690679114,0.0006838809444378669
-9.564638158789263,0.007164890357514072,0.1600672951666278,0.0003576416182280583
-9.693313199550667,0.007136911837782726,0.1600702513086528,-0.0003881223800429696
-9.821801662595298,0.007013064741418426,0.15996752830373318,-0.0017957687841040717
-9.95011264491401,0.006730406940820082,0.15968353104780414,-0.004028726940948915
-10.078224657551727,0.006229862158823112,0.15913552888809265,-0.007049262428097891
-10.206071037154747,0.005477946857047739,0.15825663048942726,-0.010583016862731566
-10.333538402149454,0.004481266502872115,0.15701595110616134,-0.014208896476240277
-10.460477117588628,0.0032858693279506214,0.15542559369278366,-0.01751546305441336
-10.586716307467196,0.00196336799739396,0.15353285302458425,-0.020224467806897385
-10.712076779309957,0.0005924356015398069,0.15140425693828213,-0.022228121115100145
-10.83637971642179,-0.0007561861186033938,0.14910982327397826,-0.02355451992311508
-10.959452135024302,-0.0020276426257652587,0.14671251976374258,-0.0243060025828148
-11.081130678288474,-0.003184596257823064,0.14426366200056162,-0.02460614915335223
-11.201264641809757,-0.004205101891669575,0.14180251815647524,-0.024569190498227013
-11.319718453631083,-0.005079207836679092,0.1393578943840279,-0.02428981677453985
-11.436373536196273,-0.005805850548636653,0.13695004119173163,-0.023845509074182418
-11.551129382539465,-0.006390659832629456,0.13459204244701906,-0.02330330330249774
-11.663903608257941,-0.006844551316410951,0.13229058921623518,-0.022724378704275305
-11.774630804278855,-0.007182550372098836,0.1300465708131024,-0.0221628589243365
-11.883260348213602,-0.007422313266481231,0.12785604702308412,-0.02166003220049086
-11.989753744003446,-0.007582262296407351,0.1257118213833578,-0.02123917880911837
-12.094082168184242,-0.007679768322505003,0.12360528763960306,-0.020905825777235685
-12.196224584165842,-0.007729951232460942,0.12152794165432104,-0.020653776287213772
-12.296166354805655,-0.007745349659965976,0.11947214811909937,-0.02047315143576173
-12.393898079437774,-0.007736269551067023,0.11743118414663874,-0.020356240348700927
-12.489414424571118,-0.007711380660597545,0.1153989014075752,-0.020299180827927525
-12.582712874477506,-0.007678162898321401,0.11336941242905635,-0.02030008978364176
-12.67379249916622,-0.007643027791838634,0.11133704797935631,-0.020355992661655064
-12.762652911693257,-0.007611198314994898,0.10929657873544692,-0.02046091677951119
-12.849293505974213,-0.007586546296213346,0.10724353071386315,-0.020605859684560423
-12.933712938670302,-0.007571517806663981,0.10517444396075785,-0.020779719590219067
-13.015908785708778,-0.007567154809149699,0.10308703637970716,-0.02097015055196999
-13.095877383621593,-0.007573190100461083,0.10098028767343398,-0.021164444511535062
-13.17361396812095,-0.007588282558352386,0.09885438563719953,-0.02135166753521728
-13.249113161427804,-0.007610540025432006,0.09671036862218897,-0.02152649019560832
-13.322369561995988,-0.0076383244382626485,0.09454938947601359,-0.02169222577571596
-13.393377975729667,-0.007670983132110784,0.09237187714030716,-0.021859273796258034
-13.462133051928335,-0.0077090064166530905,0.0901771283858075,-0.022038440442336726
-13.528628602036735,-0.0077534496865825425,0.08796365369477185,-0.022233650277748762
-13.592857167879046,-0.007805028202490131,0.0857300352682713,-0.022439793373268267
-13.6548101518644,-0.007863537801575319,0.08347566276553309,-0.022646969862562448
-13.714478294634405,-0.007927916017725151,0.08120089140984112,-0.02284669619172464
-13.77185205740127,-0.007996697639368671,0.07890671198704273,-0.0230348000564755
-13.82692171504072,-0.008068400548762901,0.07659436225366795,-0.023210001515797697
-13.879677318869561,-0.008141619764933647,0.07426517967719379,-0.023371192390415848
-13.930108766154707,-0.008214948166142861,0.07192065809852044,-0.02351638888525709
-13.978206042004656,-0.008286945101395474,0.06956249926452247,-0.023643695592592683
-14.023959534074377,-0.008356246473826521,0.06719252662164597,-0.02375278979305454
-14.067360295698311,-0.008421756304181752,0.06481248422047728,-0.023845595137197664
-14.108400192775358,-0.008482806102782873,0.06242382628983579,-0.02392582348712249
-14.147071927106488,-0.008539199784938958,0.06002759558705545,-0.023997747603728893
-14.18336896238203,-0.008591120073427858,0.05762443996014512,-0.024064757863958453
-14.217285403391324,-0.008638927032944556,0.055214761098348206,-0.024128250046427657
-14.248815895713003,-0.008682922532078282,0.05279893821906752,-0.024187303915287835
-14.27795560839336,-0.008723175694683833,0.05037753363545842,-0.024239378285315888
-14.304700329982522,-0.008759491868130732,0.04795138232261883,-0.02428187861178635
-14.329046645164649,-0.008791553552415406,0.04552150593919197,-0.024313942656761324
-14.35099208030121,-0.008819163713774548,0.0430888837292261,-0.024337294290565237
-14.370535107609507,-0.008842437216190937,0.040654219433044064,-0.02435544957326702
-14.387675013495699,-0.008861822333892683,0.038217848460322265,-0.024371940077986848
-14.402411717697722,-0.008877960275340397,0.0357798194399606,-0.024388774630341076
-14.414745605578132,-0.008891464760325065,0.03334009167849342,-0.024405665726647298
-14.424677422992263,-0.008902710786045015,0.03089876614621365,-0.024420177495230275
-14.432208302088668,-0.008911735120051282,0.02845624452418847,-0.02442905954279143
-14.437339913569176,-0.008918326719851885,0.026013210322974108,-0.02443026938882301
-14.440074616584523,-0.00892225884501001,0.023570433371865825,-0.024424191180831046
-14.440415483543791,-0.008923500846513024,0.021128537005367088,-0.024413147650468203
-14.438366203913176,-0.008922282764665421,0.018687877746722748,-0.024399867677843426
-14.433930954061317,-0.00891901451710473,0.01624857643128787,-0.024386185155133668
-14.42711430445071,-0.008914148790544215,0.01381063558524674,-0.024372649916350124
-14.417921185582106,-0.008908078448000028,0.011374051442016744,-0.02435896211562703
-14.406356903106678,-0.008901116397972747,0.008938858015802523,-0.02434482403932881
-14.392427175499897,-0.00889355981237206,0.00650508335925619,-0.024330771948440542
-14.376138142346178,-0.00888579540885988,0.004072644534519852,-0.02431847167710397
-14.357496269747788,-0.00887835473394082,0.0016412632480474851,-0.024309923431485053
-14.336508114456127,-0.008871811473771524,-0.0007894779899906216,-0.024305506055360263
-14.313180031244764,-0.00886648919353245,-0.0032198662240184176,-0.024301964412976718
-14.287518037796021,-0.008862121020172078,-0.0056496663251000495,-0.024292343252218185
-14.25952801045511,-0.008857731065253878,-0.008077870932680966,-0.02426886451079857
-14.229216126733881,-0.008851899508271753,-0.010502824060915288,-0.024226966632228678
-14.196589259178367,-0.008843269495876176,-0.012922671784406318,-0.02416729567063551
-14.16165511362726,-0.008830969341386259,-0.015335843384153716,-0.02409440782650926
-14.124422151280363,-0.008814738863751679,-0.01774129777345817,-0.024013824233826257
-14.084899453427129,-0.008794792101167886,-0.020138492276636916,-0.02392973948468883
-14.043096636932813,-0.008771584216634857,-0.022527203185239927,-0.023844366071693282
-13.999023837122682,-0.008745630520330205,-0.024907350910792846,-0.023758545640721246
-13.95269172984758,-0.008717439778794309,-0.02727891648740908,-0.023672838899058805
-13.904111557689218,-0.008687552556799935,-0.029641964363042457,-0.023588483142444227
-13.85329511674459,-0.008656631056939625,-0.03199673532262534,-0.023507765291352484
-13.800254644744237,-0.008625512334438245,-0.03434372965896687,-0.023433384102176182
-13.74500256747279,-0.008595120434243304,-0.03668366761824828,-0.023366650922731186
-13.687551145951565,-0.008566178847288965,-0.039017235358104446,-0.023305200287842876
-13.627912193114197,-0.008538798319191172,-0.041344642367000264,-0.023241848436335893
-13.56609708540524,-0.008512174878213744,-0.04366519502478636,-0.023166278598934092
-13.502117164277223,-0.0084846684795774,-0.045977188839969124,-0.02306950245430723
-13.435984341582277,-0.008454328913179633,-0.04827828492003381,-0.022948435877142036
-13.3677115529491,-0.008419606518970557,-0.050566205739836945,-0.02280723909131937
-13.29731284720775,-0.008379842902344309,-0.052839354760897836,-0.02265465139457634
-13.224803202700317,-0.008335330441505721,-0.05509706287190628,-0.022499812750566273
-13.150198303121037,-0.008287052259845535,-0.057339473640643276,-0.02234961497794409
-13.073514389175477,-0.008236355798033489,-0.0595672850178274,-0.022208351332842585
-12.99476811614454,-0.008184696771495642,-0.06178151314900261,-0.022078135289791058
-12.913976307412124,-0.008133404745529395,-0.06398326401511598,-0.021958469096801953
-12.831155628491949,-0.008083380256425817,-0.06617341644705738,-0.021845112796611568
-12.746322367853342,-0.008034770149911715,-0.0683522260659725,-0.02173000017313957
-12.659492519944017,-0.007986823937980923,-0.07051903815151939,-0.02160360889018897
-12.570682172399696,-0.007938111731652426,-0.07267233842800216,-0.02145898779255897
-12.479907965015677,-0.007887052565425053,-0.07481018037901876,-0.021294721688762057
-12.387187346860637,-0.007832463777918627,-0.07693075728601749,-0.02111467296071994
-12.292538536963098,-0.007773826088728511,-0.07903278977477411,-0.02092483914158058
-12.195980305106005,-0.00771116413555178,-0.08111554612921591,-0.020729618961674436
-12.097531779465665,-0.007644688178824107,-0.08317856157224465,-0.020529844398762275
-11.99721243946687,-0.0075744676391852825,-0.08522129805857502,-0.020323580260994074
-11.895042322986678,-0.0075003617344474895,-0.08724300071255746,-0.02010901925231231
-11.791042331194694,-0.007422261066124916,-0.08924287354912985,-0.019887588345870153
-11.685234415610637,-0.0073404831142479515,-0.09122048432365341,-0.019665082407986655
-11.577641454799828,-0.007256028778076329,-0.09317612692169046,-0.01944961500730087
-11.468286793212622,-0.00717044866107315,-0.09511084260169195,-0.019247158070216586
-11.35719364321585,-0.007085296073231342,-0.09702597981718407,-0.01905734188992337
-11.244384685691747,-0.007001437346726807,-0.09892247620606205,-0.018872537939491462
-11.129882103946448,-0.006918632697028556,-0.10080026783899315,-0.018681228510554638
-11.013708011659396,-0.006835654706883735,-0.10265817885332083,-0.018473694703384162
-10.895885019628599,-0.006750889427365079,-0.10449435774687021,-0.018246711460604255
-10.776436651599035,-0.006663105972647099,-0.10630702690987992,-0.018004868931731963
-10.655387409977193,-0.006572008634228205,-0.10809516470792002,-0.017757955204158477
-10.532762447819573,-0.006478287631552546,-0.10985877046260105,-0.017515555485096652
-10.408587012689333,-0.006383124428263065,-0.11159855615030022,-0.017281548184986072
-10.282886006953035,-0.006287418797516647,-0.11331522266585449,-0.017051855026005584
-10.15568398787254,-0.006191219058496823,-0.11500876522862398,-0.016817369808489722
-10.027005619439576,-0.006093740347650157,-0.11667827517242196,-0.01657028993422109
-9.896876214883624,-0.005993928988377561,-0.11832235146739503,-0.016309061731690645
-9.765321989084407,-0.005891136987554027,-0.11993978255592239,-0.01603864762606623
-9.632369966523154,-0.005785493538416353,-0.12153005038853466,-0.015767258151747496
-9.498047713635897,-0.005677876364724864,-0.12309346109011791,-0.015502619753997549
-9.362383014343088,-0.0055696013020785735,-0.12463095292730487,-0.01524930230198556
-9.225403523511535,-0.005461964583893461,-0.12614369143122725,-0.015007078934491202
-9.087136475468531,-0.005355754481609105,-0.12763255498103324,-0.014770481674291009
-8.947608599575,-0.0052508954100882275,-0.12909766677924642,-0.014530322136302072
-8.806846330970542,-0.005146406238275817,-0.13053818339649645,-0.01427715293494965
-8.664876215470132,-0.005040722122289029,-0.1319524615657013,-0.014004958256736689
-8.521725302214977,-0.004932223835523497,-0.13333851746344136,-0.013713049916443275
-8.377421388775414,-0.004819733231400923,-0.13469455564834631,-0.013405645018758093
-8.231993102369717,-0.004702812944784686,-0.13601937451986387,-0.013090037901729246
-8.085469839717037,-0.004581828906109194,-0.1373125627102412,-0.012774360471782122
-7.937881566288932,-0.004457789820903111,-0.1385744672171577,-0.012465252877014745
-7.78925849686587,-0.004331990679344365,-0.13980593123659402,-0.012165660588828451
-7.639630770772338,-0.004205543381816789,-0.14100785071752345,-0.01187362184766153
-7.4890282925320735,-0.004078971838046376,-0.14218070543328026,-0.011583118679119642
-7.337480844603337,-0.003952078372369931,-0.14332429019106135,-0.011287133827550458
-7.185018425628962,-0.0038241866134423805,-0.14443781428582322,-0.010981633977446859
-7.031671620216759,-0.0036946703165951335,-0.1455203573182119,-0.0106683239035845
-6.8774717626911075,-0.003563499127088351,-0.14657146110084304,-0.010354415798469034
-6.722450772891217,-0.0034315013017169977,-0.1475915398845289,-0.010049415688394469
-6.566640745613673,-0.0033002082624871607,-0.1485818951832578,-0.00976088312074165
-6.410073495241645,-0.0031713889818404365,-0.14954435693219206,-0.009491534518846293
-6.25278022025088,-0.00304651806013298,-0.1504807542203345,-0.009238757105557197
-6.094791359981212,-0.002926397662480166,-0.15139244810951183,-0.008996206128289367
-5.936136632033058,-0.0028110460614248186,-0.15228008508758462,-0.008756389187619182
-5.776845143529262,-0.0026998150245031915,-0.15314359254487184,-0.008512616680202317
-5.616945482506507,-0.0025915822437503353,-0.15398229486795306,-0.008259484284860119
-5.4564658600942835,-0.0024849342292485705,-0.1547950465996177,-0.007993108157815664
-5.295434405339878,-0.002378414795963571,-0.15558043836871596,-0.007712406147776937
-5.133879492681594,-0.002270875077323062,-0.15633714463110931,-0.007420195905354665
-4.97182984810553,-0.002161746921141178,-0.15706427571023865,-0.007121901545696636
-4.809314376178663,-0.00205101374670374,-0.15776147805305485,-0.006822180078051666
-4.646361934276248,-0.0019388946257528413,-0.1584287096324592,-0.006522396865494332
-4.4830013051426185,-0.0018255155847206243,-0.15906590821004418,-0.006221150806429368
-4.319261376148329,-0.0017108226669990823,-0.15967283962793274,-0.005916907805642774
-4.155171324914556,-0.001594732988411368,-0.1602492010854143,-0.0056099975377448845
-3.990760653255457,-0.0014773237411992587,-0.16079482091708938,-0.005302523482355825
-3.8260590846342226,-0.0013588952926624704,-0.16130977042970027,-0.004996970534878143
-3.661096428909597,-0.0012398976183940768,-0.1617943344369522,-0.004694987032625268
-3.4959024866154156,-0.0011208056571470305,-0.16224890265196326,-0.004397041688076583
-3.330507001122715,-0.0010020233968611653,-0.16267386460819674,-0.004102749788388829
-3.1649396351757177,-0.0008838436226990881,-0.1630695494121745,-0.0038113628781755683
-2.999229951469107,-0.0007664492196257589,-0.16343620783690016,-0.003522097613036325
-2.8334073917679,-0.0006499312029026971,-0.1637740162018949,-0.0032342531328943174
-2.66750125911447,-0.0005343074740220343,-0.1640830852255446,-0.002947214898409969
-2.5015407099872435,-0.000419539107841224,-0.16436346847298652,-0.002660459018974832
-2.335554759711433,-0.0003055486118839118,-0.16461517386440935,-0.0023736112131464635
-2.169572294599996,-0.00019224235893343272,-0.16483818192065894,-0.00208650150511737
-2.003622068534845,-7.952427889133102e-05,-0.16503246128093563,-0.001799008012097131
-1.837732650752959,3.273589927041981e-05,-0.16519794641296434,-0.0015104113906513695
-1.6719323104557713,0.00014482738011415403,-0.16533442233464526,-0.0012182068159244679
-1.5062488930537223,0.00025742476651816726,-0.16544128483195833,-0.0009169707257593165
-1.3407098366955152,0.0003718192652311478,-0.1655172429707766,-0.0005986098952258596
-1.1753424987932664,0.0004899414993614238,-0.16556016874779136,-0.00025518479268740344
-1.0101748030496271,0.0006139757216876435,-0.16556734356201983,0.00011629669106115047
-0.8452359217418937,0.000745611179503746,-0.16553616009380104,0.0005102909172587222
-0.6805565577503987,0.0008853258032310128,-0.1654649672787458,0.0009139144426630172
-0.5161686483285529,0.0010321869664843798,-0.16535353626611732,0.001312860740168255
-0.35210478511438714,0.0011842864573218647,-0.1652028762943137,0.0016974387857028174
-0.18839780304297238,0.0013394318786160756,-0.1650146442655705,0.002064179934668108
-0.025080675542548125,0.0014956150408712316,-0.16479063194336274,0.0024131952661509528
0.1378134975287158,0.001651114224852689,-0.16453257839602042,0.002745039468655894
0.3002516242507274,0.0018044201867814342,-0.1642421969364938,0.003059721936108597
0.462200880262645,0.001954203454283261,-0.16392119870207658,0.003357481423931781
0.6236289733511678,0.002099378054398829,-0.16357121942006542,0.0036396836333007776
0.7845043233244059,0.002239193575070972,-0.16319369383130078,0.00390892442262514
0.9447961461615253,0.002373280586235653,-0.16278975690774844,0.004168480589144938
1.1044744739046075,0.002501627805956562,-0.162360210223888,0.0044216442643031885
1.2635101402882631,0.0026245127117447984,-0.16190554481568747,0.004671286948152181
1.4218747452425289,0.0027424167396643915,-0.16142599358988854,0.004919689382299091
1.5795406018425735,0.002855945201484322,-0.16092159177270865,0.005168530712004386
1.7364806716444863,0.0029657611753872762,-0.1603922337559595,0.005418968361553806
1.8926685010001736,0.0030725411680892407,-0.15983771679194506,0.005671831476695681
2.0480781699102417,0.003176962972777015,-0.15925775828780828,0.005927954220854466
2.2026842474033366,0.003279728694064095,-0.15865197724952915,0.006188518329745284
2.3564617184405185,0.003381598312944645,-0.15801985523068476,0.00645504187160734
2.5093858351013507,0.003483373527596817,-0.15736073276164686,0.006728631580462122
2.661431887855207,0.0035857701291867375,-0.15667391542854242,0.00700862561391656
2.81257499131818,0.003689192681378288,-0.15595890721403957,0.007291655358365094
2.9627900470717976,0.0037935523950570044,-0.15521565799124357,0.007572512315492324
3.112051963663356,0.0038983214005317976,-0.15444461743358642,0.007847014259255235
3.260336002896213,0.004002880477021219,-0.15364647192571415,0.008115006353758777
3.407617990761508,0.004106974739903941,-0.15282168143610872,0.008381001346135997
3.5538742133251415,0.0042109676843709405,-0.15197011736719152,0.008651575546998276
3.699081030513461,0.00431568765430652,-0.1510910715246562,0.008930966227297273
3.8432144608420313,0.0044219320261936566,-0.15018367172140418,0.009217941897530875
3.986250091779223,0.004529990197545862,-0.14924741566431163,0.009506978620834536
4.128163472244558,0.004639630725361498,-0.14828234814264837,0.009793864929243095
4.268930670988927,0.004750662322826925,-0.14728862588969693,0.010081212148156143
4.408528409464861,0.004863610265904915,-0.14626578478811264,0.01037810418309453
4.546933513906692,0.004979841995331558,-0.1452123945741028,0.01069324458855054
4.684122068714758,0.005100927197906436,-0.14412650207642025,0.0110273985272307
4.82006890369701,0.005227687035777934,-0.14300658592720608,0.011371489351414533
4.954747702892281,0.005359608710917984,-0.14185235411988534,0.011711184611487954
5.088131526465678,0.005494935930384483,-0.14066492925249782,0.012033566081424881
5.220193368342026,0.005631239175482918,-0.13944646557802687,0.01233127028262326
5.350906537078951,0.005766060730926036,-0.13819954853986718,0.012602805331776112
5.480244863361356,0.005897351099507197,-0.13692669736446844,0.01285056371350032
5.608182824437973,0.006023639142534508,-0.13563009409362264,0.013078569757612755
5.734695648649234,0.0061440200177006726,-0.13431150093329078,0.01329104038587779
5.8597594094434875,0.006258066850807634,-0.13297227575423287,0.013491805367444333
5.983351091785623,0.006365731136886835,-0.13161341855886655,0.013684193387285453
6.105448617155075,0.006467253502879448,-0.13023562109965572,0.013871043305386528
6.226030827132515,0.006563085137391191,-0.12883931563192685,0.014054703504147866
